mse,rmse,r2,params
0.0022333882981669237,0.04725873779701404,0.9710438284317499,"{'iterations': 238, 'learning_rate': 0.22993788802770468, 'depth': 9, 'l2_leaf_reg': 2.0324630751241597}"
